epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,219.301,0.6083,0.75124,0.51751,1.00529,0.99152,1,0.995,0.91446,0.99152,1,0.995,0.93193,0.47593,0.54699,0.49438,0.64357,0.0010298,0.0010298,0.0010298
100,222.411,0.57636,0.68037,0.49772,0.97157,0.99183,1,0.995,0.87252,0.99183,1,0.995,0.91067,0.56487,0.51492,0.53491,0.66947,0.0010199,0.0010199,0.0010199
101,224.379,0.62775,0.81458,0.52724,0.96252,0.99183,1,0.995,0.87252,0.99183,1,0.995,0.91067,0.56487,0.51492,0.53491,0.66947,0.00101,0.00101,0.00101
102,226.18,0.6022,0.69534,0.57444,1.05478,0.99193,1,0.995,0.90942,0.99193,1,0.995,0.90383,0.61351,0.55905,0.52486,0.70097,0.0010001,0.0010001,0.0010001
103,227.815,0.58877,1.09991,0.4994,1.03428,0.99193,1,0.995,0.90942,0.99193,1,0.995,0.90383,0.61351,0.55905,0.52486,0.70097,0.0009902,0.0009902,0.0009902
104,229.486,0.49232,0.69035,0.4895,0.98216,0.99189,1,0.995,0.92281,0.99189,1,0.995,0.8955,0.56216,0.54439,0.54151,0.67542,0.0009803,0.0009803,0.0009803
105,231.124,0.51673,0.69645,0.47752,0.96572,0.99189,1,0.995,0.92281,0.99189,1,0.995,0.8955,0.56216,0.54439,0.54151,0.67542,0.0009704,0.0009704,0.0009704
106,232.793,0.55417,0.63345,0.53067,0.95664,0.99195,1,0.995,0.93125,0.99195,1,0.995,0.93873,0.45702,0.49203,0.52048,0.63283,0.0009605,0.0009605,0.0009605
107,234.132,0.4927,0.59903,0.45701,0.93743,0.99195,1,0.995,0.93125,0.99195,1,0.995,0.93873,0.45702,0.49203,0.52048,0.63283,0.0009506,0.0009506,0.0009506
108,235.241,0.48805,0.62777,0.46609,0.93621,0.992,1,0.995,0.95551,0.992,1,0.995,0.95111,0.43716,0.45785,0.45556,0.62663,0.0009407,0.0009407,0.0009407
109,236.596,0.51038,0.65447,0.47542,0.98463,0.992,1,0.995,0.95551,0.992,1,0.995,0.95111,0.43716,0.45785,0.45556,0.62663,0.0009308,0.0009308,0.0009308
110,239.426,0.53544,0.5734,0.49304,0.94764,0.9916,1,0.995,0.95644,0.9916,1,0.995,0.96211,0.44988,0.50425,0.48623,0.62781,0.0009209,0.0009209,0.0009209
111,242.801,0.54454,0.77908,0.55709,0.99089,0.9916,1,0.995,0.95644,0.9916,1,0.995,0.96211,0.44988,0.50425,0.48623,0.62781,0.000911,0.000911,0.000911
112,245.027,0.54712,0.6198,0.55006,0.99286,0.9883,1,0.995,0.95244,0.9883,1,0.995,0.94112,0.47018,0.5319,0.49878,0.64616,0.0009011,0.0009011,0.0009011
113,247.005,0.44659,0.61743,0.42437,0.94925,0.9883,1,0.995,0.95244,0.9883,1,0.995,0.94112,0.47018,0.5319,0.49878,0.64616,0.0008912,0.0008912,0.0008912
114,249.231,0.60472,0.75753,0.53044,0.98755,0.98751,1,0.995,0.9332,0.98751,1,0.995,0.92343,0.49746,0.53858,0.55032,0.66302,0.0008813,0.0008813,0.0008813
115,250.65,0.49636,0.61643,0.48676,0.95969,0.98751,1,0.995,0.9332,0.98751,1,0.995,0.92343,0.49746,0.53858,0.55032,0.66302,0.0008714,0.0008714,0.0008714
116,252.078,0.49323,0.68568,0.47829,0.95537,0.98717,1,0.995,0.93191,0.98717,1,0.995,0.909,0.49939,0.53563,0.51781,0.67523,0.0008615,0.0008615,0.0008615
117,253.494,0.56941,0.67592,0.48639,1.01461,0.98717,1,0.995,0.93191,0.98717,1,0.995,0.909,0.49939,0.53563,0.51781,0.67523,0.0008516,0.0008516,0.0008516
118,254.917,0.49254,0.63463,0.45095,0.95967,0.9843,1,0.995,0.91073,0.9843,1,0.995,0.91064,0.47552,0.50488,0.4501,0.6719,0.0008417,0.0008417,0.0008417
119,256.331,0.56479,0.60303,0.50282,0.96927,0.9843,1,0.995,0.91073,0.9843,1,0.995,0.91064,0.47552,0.50488,0.4501,0.6719,0.0008318,0.0008318,0.0008318
120,257.761,0.52728,0.62514,0.48149,0.98954,0.99126,1,0.995,0.91073,0.99126,1,0.995,0.95549,0.47642,0.4836,0.42268,0.665,0.0008219,0.0008219,0.0008219
121,258.929,0.52322,0.54564,0.49316,0.93855,0.99126,1,0.995,0.91073,0.99126,1,0.995,0.95549,0.47642,0.4836,0.42268,0.665,0.000812,0.000812,0.000812
122,259.951,0.43618,0.57306,0.43709,0.92534,0.99214,1,0.995,0.91899,0.99214,1,0.995,0.91889,0.48951,0.4959,0.43011,0.65766,0.0008021,0.0008021,0.0008021
123,261.176,0.48182,0.59369,0.49922,0.9447,0.99214,1,0.995,0.91899,0.99214,1,0.995,0.91889,0.48951,0.4959,0.43011,0.65766,0.0007922,0.0007922,0.0007922
124,262.421,0.45255,0.56263,0.47478,0.90855,0.99219,1,0.995,0.91909,0.99219,1,0.995,0.93871,0.47534,0.51969,0.43964,0.65332,0.0007823,0.0007823,0.0007823
125,263.643,0.43587,0.51365,0.46183,0.92803,0.99219,1,0.995,0.91909,0.99219,1,0.995,0.93871,0.47534,0.51969,0.43964,0.65332,0.0007724,0.0007724,0.0007724
126,264.896,0.67722,0.81473,0.57327,1.045,0.99187,1,0.995,0.9511,0.99187,1,0.995,0.93871,0.45422,0.52142,0.44465,0.64926,0.0007625,0.0007625,0.0007625
127,266.116,0.48625,0.69418,0.45649,0.94138,0.99187,1,0.995,0.9511,0.99187,1,0.995,0.93871,0.45422,0.52142,0.44465,0.64926,0.0007526,0.0007526,0.0007526
128,267.363,0.52415,0.65969,0.47248,0.98941,0.99143,1,0.995,0.9291,0.99143,1,0.995,0.93872,0.47292,0.50214,0.42507,0.65801,0.0007427,0.0007427,0.0007427
129,268.582,0.44703,0.59506,0.4353,0.92698,0.99143,1,0.995,0.9291,0.99143,1,0.995,0.93872,0.47292,0.50214,0.42507,0.65801,0.0007328,0.0007328,0.0007328
130,269.828,0.51555,0.66774,0.47301,0.97474,0.99081,1,0.995,0.89634,0.99081,1,0.995,0.95871,0.51933,0.49798,0.40629,0.66892,0.0007229,0.0007229,0.0007229
131,271.055,0.48122,0.60999,0.44766,0.95305,0.99081,1,0.995,0.89634,0.99081,1,0.995,0.95871,0.51933,0.49798,0.40629,0.66892,0.000713,0.000713,0.000713
132,272.297,0.47257,0.64456,0.44946,0.914,0.99022,1,0.995,0.92345,0.99022,1,0.995,0.94619,0.54278,0.49002,0.40846,0.66856,0.0007031,0.0007031,0.0007031
133,273.519,0.43466,0.51979,0.41737,0.93492,0.99022,1,0.995,0.92345,0.99022,1,0.995,0.94619,0.54278,0.49002,0.40846,0.66856,0.0006932,0.0006932,0.0006932
134,274.768,0.58652,0.59707,0.49987,0.97144,0.99023,1,0.995,0.92345,0.99023,1,0.995,0.93689,0.54123,0.51835,0.41,0.66294,0.0006833,0.0006833,0.0006833
135,275.987,0.48377,0.59345,0.4501,0.959,0.99023,1,0.995,0.92345,0.99023,1,0.995,0.93689,0.54123,0.51835,0.41,0.66294,0.0006734,0.0006734,0.0006734
136,277.236,0.58452,0.69188,0.53361,1.03178,0.99098,1,0.995,0.92913,0.99098,1,0.995,0.92283,0.51772,0.60466,0.4052,0.65771,0.0006635,0.0006635,0.0006635
137,278.463,0.37677,0.48051,0.40459,0.91164,0.99098,1,0.995,0.92913,0.99098,1,0.995,0.92283,0.51772,0.60466,0.4052,0.65771,0.0006536,0.0006536,0.0006536
138,279.711,0.45888,0.56718,0.45496,0.94989,0.99172,1,0.995,0.90402,0.99172,1,0.995,0.90755,0.50102,0.70485,0.37967,0.65851,0.0006437,0.0006437,0.0006437
139,280.94,0.47811,0.59926,0.43734,0.95358,0.99172,1,0.995,0.90402,0.99172,1,0.995,0.90755,0.50102,0.70485,0.37967,0.65851,0.0006338,0.0006338,0.0006338
140,282.181,0.48948,0.56805,0.55149,0.97847,0.99199,1,0.995,0.8959,0.99199,1,0.995,0.88225,0.5105,0.72026,0.36643,0.65941,0.0006239,0.0006239,0.0006239
141,283.403,0.56878,0.62963,0.5312,0.96057,0.99199,1,0.995,0.8959,0.99199,1,0.995,0.88225,0.5105,0.72026,0.36643,0.65941,0.000614,0.000614,0.000614
142,284.643,0.57508,0.678,0.51097,1.01973,0.99213,1,0.995,0.89592,0.99213,1,0.995,0.92914,0.49714,0.64689,0.35632,0.65898,0.0006041,0.0006041,0.0006041
143,285.872,0.49442,0.63871,0.49036,0.98078,0.99213,1,0.995,0.89592,0.99213,1,0.995,0.92914,0.49714,0.64689,0.35632,0.65898,0.0005942,0.0005942,0.0005942
144,287.126,0.52056,0.76092,0.44161,0.94601,0.99227,1,0.995,0.9044,0.99227,1,0.995,0.93196,0.47987,0.54305,0.35312,0.65657,0.0005843,0.0005843,0.0005843
145,288.346,0.57304,0.58782,0.56616,0.99173,0.99227,1,0.995,0.9044,0.99227,1,0.995,0.93196,0.47987,0.54305,0.35312,0.65657,0.0005744,0.0005744,0.0005744
146,289.598,0.51998,0.62338,0.46047,0.97459,0.99223,1,0.995,0.8955,0.99223,1,0.995,0.95554,0.47064,0.50112,0.37595,0.6504,0.0005645,0.0005645,0.0005645
147,290.817,0.50373,0.59008,0.48127,0.91393,0.99223,1,0.995,0.8955,0.99223,1,0.995,0.95554,0.47064,0.50112,0.37595,0.6504,0.0005546,0.0005546,0.0005546
148,292.063,0.50994,0.56225,0.4554,0.95964,0.99227,1,0.995,0.91239,0.99227,1,0.995,0.95874,0.45227,0.50122,0.3768,0.63864,0.0005447,0.0005447,0.0005447
149,293.285,0.40858,0.42003,0.41153,0.913,0.99227,1,0.995,0.91239,0.99227,1,0.995,0.95874,0.45227,0.50122,0.3768,0.63864,0.0005348,0.0005348,0.0005348
150,294.89,0.4239,0.53811,0.42935,0.94709,0.99228,1,0.995,0.90956,0.99228,1,0.995,0.93279,0.43732,0.52376,0.37739,0.63249,0.0005249,0.0005249,0.0005249
151,296.519,0.52933,0.52746,0.43657,0.99261,0.99228,1,0.995,0.90956,0.99228,1,0.995,0.93279,0.43732,0.52376,0.37739,0.63249,0.000515,0.000515,0.000515
152,298.165,0.50634,0.64208,0.47115,1.00887,0.99213,1,0.995,0.89906,0.99213,1,0.995,0.94116,0.42994,0.52698,0.36631,0.63832,0.0005051,0.0005051,0.0005051
153,299.796,0.4667,0.59824,0.41024,0.92635,0.99213,1,0.995,0.89906,0.99213,1,0.995,0.94116,0.42994,0.52698,0.36631,0.63832,0.0004952,0.0004952,0.0004952
154,301.448,0.57915,0.72703,0.48137,1.00382,0.99221,1,0.995,0.91604,0.99221,1,0.995,0.93691,0.41885,0.49918,0.34372,0.6364,0.0004853,0.0004853,0.0004853
155,303.086,0.46822,0.58895,0.44041,0.94628,0.99221,1,0.995,0.91604,0.99221,1,0.995,0.93691,0.41885,0.49918,0.34372,0.6364,0.0004754,0.0004754,0.0004754
156,304.731,0.52361,0.66714,0.44605,0.96607,0.99207,1,0.995,0.92536,0.99207,1,0.995,0.93279,0.41533,0.48968,0.32976,0.63677,0.0004655,0.0004655,0.0004655
157,306.368,0.53953,0.65047,0.45625,0.94423,0.99207,1,0.995,0.92536,0.99207,1,0.995,0.93279,0.41533,0.48968,0.32976,0.63677,0.0004556,0.0004556,0.0004556
158,308.017,0.40536,0.54802,0.44686,0.91738,0.992,1,0.995,0.9107,0.992,1,0.995,0.9124,0.41023,0.49272,0.32877,0.63058,0.0004457,0.0004457,0.0004457
159,309.652,0.45354,0.48804,0.4369,0.93695,0.992,1,0.995,0.9107,0.992,1,0.995,0.9124,0.41023,0.49272,0.32877,0.63058,0.0004358,0.0004358,0.0004358
160,311.308,0.47975,0.73068,0.43897,0.98457,0.99193,1,0.995,0.89911,0.99193,1,0.995,0.89972,0.40915,0.49826,0.35302,0.62745,0.0004259,0.0004259,0.0004259
161,312.933,0.45716,0.5455,0.41226,0.93146,0.99193,1,0.995,0.89911,0.99193,1,0.995,0.89972,0.40915,0.49826,0.35302,0.62745,0.000416,0.000416,0.000416
162,314.585,0.46066,0.51822,0.39969,0.92919,0.99196,1,0.995,0.90018,0.99196,1,0.995,0.89834,0.41392,0.50525,0.36591,0.62454,0.0004061,0.0004061,0.0004061
163,316.221,0.46751,0.48614,0.4243,0.97884,0.99196,1,0.995,0.90018,0.99196,1,0.995,0.89834,0.41392,0.50525,0.36591,0.62454,0.0003962,0.0003962,0.0003962
164,317.87,0.45896,0.64323,0.39587,0.9233,0.99199,1,0.995,0.90951,0.99199,1,0.995,0.89971,0.41485,0.51108,0.38745,0.62578,0.0003863,0.0003863,0.0003863
165,319.5,0.41235,0.56394,0.38582,0.92802,0.99199,1,0.995,0.90951,0.99199,1,0.995,0.89971,0.41485,0.51108,0.38745,0.62578,0.0003764,0.0003764,0.0003764
166,321.156,0.47122,0.58417,0.46545,0.93346,0.99228,1,0.995,0.90947,0.99228,1,0.995,0.90109,0.41475,0.51554,0.40596,0.62442,0.0003665,0.0003665,0.0003665
167,322.792,0.42699,0.44082,0.44451,0.92232,0.99228,1,0.995,0.90947,0.99228,1,0.995,0.90109,0.41475,0.51554,0.40596,0.62442,0.0003566,0.0003566,0.0003566
168,324.452,0.46368,0.55316,0.4026,0.93149,0.99236,1,0.995,0.90923,0.99236,1,0.995,0.90903,0.42793,0.50964,0.40885,0.62785,0.0003467,0.0003467,0.0003467
169,326.064,0.42646,0.5254,0.45043,0.96268,0.99236,1,0.995,0.90923,0.99236,1,0.995,0.90903,0.42793,0.50964,0.40885,0.62785,0.0003368,0.0003368,0.0003368
170,327.722,0.43916,0.48659,0.4056,0.96198,0.99238,1,0.995,0.92061,0.99238,1,0.995,0.92758,0.43981,0.51215,0.40874,0.62911,0.0003269,0.0003269,0.0003269
171,329.348,0.45234,0.5423,0.52163,0.95628,0.99238,1,0.995,0.92061,0.99238,1,0.995,0.92758,0.43981,0.51215,0.40874,0.62911,0.000317,0.000317,0.000317
172,331.01,0.48236,0.55121,0.4729,0.96973,0.99239,1,0.995,0.90005,0.99239,1,0.995,0.92758,0.45406,0.51771,0.39286,0.63536,0.0003071,0.0003071,0.0003071
173,332.636,0.43611,0.62209,0.44883,0.96144,0.99239,1,0.995,0.90005,0.99239,1,0.995,0.92758,0.45406,0.51771,0.39286,0.63536,0.0002972,0.0002972,0.0002972
174,334.288,0.44411,0.60338,0.42435,0.92986,0.99248,1,0.995,0.89986,0.99248,1,0.995,0.93996,0.46211,0.51465,0.36902,0.64038,0.0002873,0.0002873,0.0002873
175,335.923,0.42969,0.65034,0.4032,0.93184,0.99248,1,0.995,0.89986,0.99248,1,0.995,0.93996,0.46211,0.51465,0.36902,0.64038,0.0002774,0.0002774,0.0002774
176,337.574,0.35243,0.4581,0.36865,0.92815,0.99249,1,0.995,0.91255,0.99249,1,0.995,0.93996,0.44856,0.50193,0.35302,0.63804,0.0002675,0.0002675,0.0002675
177,339.205,0.42623,0.62904,0.4137,0.9371,0.99249,1,0.995,0.91255,0.99249,1,0.995,0.93996,0.44856,0.50193,0.35302,0.63804,0.0002576,0.0002576,0.0002576
178,340.855,0.42326,0.47027,0.41897,0.92981,0.99257,1,0.995,0.92556,0.99257,1,0.995,0.93996,0.43403,0.48916,0.34806,0.6353,0.0002477,0.0002477,0.0002477
179,342.491,0.37477,0.46203,0.39474,0.92434,0.99257,1,0.995,0.92556,0.99257,1,0.995,0.93996,0.43403,0.48916,0.34806,0.6353,0.0002378,0.0002378,0.0002378
180,344.136,0.37416,0.48073,0.37716,0.93556,0.99248,1,0.995,0.92556,0.99248,1,0.995,0.94408,0.42161,0.48103,0.33471,0.63391,0.0002279,0.0002279,0.0002279
181,345.836,0.34229,0.43238,0.4066,0.91324,0.99248,1,0.995,0.92556,0.99248,1,0.995,0.94408,0.42161,0.48103,0.33471,0.63391,0.000218,0.000218,0.000218
182,347.489,0.43901,0.51105,0.42962,0.96154,0.99258,1,0.995,0.92556,0.99258,1,0.995,0.94408,0.40551,0.47417,0.33048,0.63153,0.0002081,0.0002081,0.0002081
183,349.125,0.51099,0.51031,0.44454,0.95129,0.99258,1,0.995,0.92556,0.99258,1,0.995,0.94408,0.40551,0.47417,0.33048,0.63153,0.0001982,0.0001982,0.0001982
184,350.844,0.45113,0.56481,0.41653,0.94822,0.99249,1,0.995,0.92557,0.99249,1,0.995,0.93276,0.39663,0.47496,0.32434,0.62841,0.0001883,0.0001883,0.0001883
185,352.475,0.40669,0.55692,0.42016,0.92801,0.99249,1,0.995,0.92557,0.99249,1,0.995,0.93276,0.39663,0.47496,0.32434,0.62841,0.0001784,0.0001784,0.0001784
186,354.123,0.42875,0.46654,0.40781,0.92834,0.99249,1,0.995,0.92557,0.99249,1,0.995,0.93276,0.38771,0.47669,0.32512,0.62268,0.0001685,0.0001685,0.0001685
187,355.827,0.41249,0.77188,0.39158,0.96306,0.99249,1,0.995,0.92557,0.99249,1,0.995,0.93276,0.38771,0.47669,0.32512,0.62268,0.0001586,0.0001586,0.0001586
188,357.478,0.44207,0.79545,0.43621,0.97235,0.99246,1,0.995,0.92558,0.99246,1,0.995,0.93276,0.38699,0.48185,0.32246,0.61908,0.0001487,0.0001487,0.0001487
189,359.12,0.3993,0.47442,0.38947,0.92715,0.99246,1,0.995,0.92558,0.99246,1,0.995,0.93276,0.38699,0.48185,0.32246,0.61908,0.0001388,0.0001388,0.0001388
190,360.774,0.37927,0.57389,0.37193,0.91392,0.99254,1,0.995,0.92757,0.99254,1,0.995,0.93276,0.38627,0.49032,0.3184,0.61832,0.0001289,0.0001289,0.0001289
191,362.765,0.31629,0.4291,0.78273,0.93486,0.99254,1,0.995,0.92757,0.99254,1,0.995,0.93276,0.38627,0.49032,0.3184,0.61832,0.000119,0.000119,0.000119
192,364.132,0.33111,0.45969,0.95003,0.93591,0.99239,1,0.995,0.92558,0.99239,1,0.995,0.91237,0.3898,0.49305,0.31706,0.61984,0.0001091,0.0001091,0.0001091
193,365.69,0.28196,0.33458,0.88179,0.85396,0.99239,1,0.995,0.92558,0.99239,1,0.995,0.91237,0.3898,0.49305,0.31706,0.61984,9.92e-05,9.92e-05,9.92e-05
194,367.353,0.2787,0.38696,0.78702,0.89673,0.9923,1,0.995,0.92555,0.9923,1,0.995,0.91236,0.3839,0.49432,0.32314,0.62321,8.93e-05,8.93e-05,8.93e-05
195,368.973,0.25723,0.37013,0.62864,0.8852,0.9923,1,0.995,0.92555,0.9923,1,0.995,0.91236,0.3839,0.49432,0.32314,0.62321,7.94e-05,7.94e-05,7.94e-05
196,370.627,0.25299,0.4199,0.68855,0.88188,0.99222,1,0.995,0.92553,0.99222,1,0.995,0.91236,0.3875,0.49281,0.326,0.62399,6.95e-05,6.95e-05,6.95e-05
197,372.252,0.23391,0.38658,0.68556,0.84718,0.99222,1,0.995,0.92553,0.99222,1,0.995,0.91236,0.3875,0.49281,0.326,0.62399,5.96e-05,5.96e-05,5.96e-05
198,373.921,0.21528,0.37295,0.5903,0.87156,0.99209,1,0.995,0.92552,0.99209,1,0.995,0.91235,0.38986,0.49088,0.3334,0.62554,4.97e-05,4.97e-05,4.97e-05
199,375.55,0.29071,0.44718,0.67523,0.86202,0.99209,1,0.995,0.92552,0.99209,1,0.995,0.91235,0.38986,0.49088,0.3334,0.62554,3.98e-05,3.98e-05,3.98e-05
200,377.195,0.27195,0.38461,0.69851,0.82663,0.99204,1,0.995,0.90916,0.99204,1,0.995,0.9206,0.39253,0.49,0.35555,0.62573,2.99e-05,2.99e-05,2.99e-05
